,id,count_inj
117,62ed6028-5441-41d7-a3a7-469a27445de6,0.0
118,88ca1f12-ccd3-4c00-a50a-3aa386c3e9aa,0.0
120,049fbced-8d00-4048-b1e8-376513ddfdf6,0.0
121,561e484e-55f1-4a9d-a315-19ae15f7e577,0.0
122,4a5cf00e-5ed6-4a06-846f-ec1311ab78b0,0.0
123,312f69e1-4c2c-4ba7-a084-aa8876e022a1,1.0
124,c71ca824-3f9b-4b05-92f1-b6f7b70f8fd3,1.0
125,0dfac3b8-c337-4596-863b-ccdb19919ed6,0.0
126,93a7e0fd-6ad9-4366-b5c4-796f84a24a5e,1.0
127,6a251c96-49d8-439b-aea2-572c5b13fe39,0.0
128,0ae4df1d-386f-465b-8ca3-d26316f62225,0.0
129,17ae906a-e9cf-4be3-b288-237c13957e76,0.0
130,750aac14-50ab-46a1-8f7a-bdcd5a3d8722,0.0
131,5495a3ce-1a11-4873-b2a9-282b7d96d00b,0.0
132,1ba082d7-d39c-4c8d-bd93-b13731730d16,0.0
133,428c06dc-dd00-4544-bbf5-f5f57f7750f3,0.0
134,b3f02767-94df-4e16-8bbb-3fabfd931c3c,0.0
135,9d9cb4bc-9cc1-4b13-9a34-f969ea631a0a,0.0
136,3be15971-acc7-4192-8b6d-97c6294bbbf1,0.0
137,03030ac3-29a0-4902-a36d-0700ed655a70,0.0
138,20d33961-f8fc-4e20-9fcd-795bc411025b,0.0
139,dfe96679-51a8-44cd-b71e-7710d58a31de,0.0
140,00354347-c0fa-4501-90d2-1a7a373ed8c4,0.0
141,de327d90-a363-4b99-b6cc-9958934de3b3,0.0
142,94abc5b7-a096-413b-82fd-5f751eadd047,0.0
143,5e5b9cc3-7bbd-4a1a-8e25-216a9e963407,0.0
144,899fdfe4-82cd-4fbe-ac42-a62dcecd9012,0.0
145,48cb6d17-3f49-44af-a651-21f399424961,0.0
146,fe257ffc-c745-4ddb-8c85-d6f94163d005,0.0
147,422551d0-89be-4d7b-b5b4-7c6a0d9be984,0.0
148,9fc56998-55ed-4ce8-9a9b-0529ba1f6357,0.0
149,b031cf9e-29f6-425b-8a6a-4005dde5e0db,0.0
150,92d97404-104d-4d3d-9f9b-c10b142f70b5,0.0
151,3259e521-c7d8-47ed-8e1c-b5e5dd363025,1.0
152,86780354-64b4-4a5a-9e94-7fdfa5d796dc,0.0
153,4c92af36-6661-404d-b38b-65023bdf9566,0.0
154,d9421e53-e53f-40ae-b782-b0da566ada3e,0.0
155,9575c67c-f12b-4627-bae3-ef04145c9b0d,0.0
157,3c980b46-cc36-4b4e-a988-d4bd0b06c2eb,0.0
158,b42319ac-3d4f-4a5b-b581-95ab566e9ad4,0.0
160,d0ec3a9f-15f1-4c63-b9e5-ca1c162e7e9f,0.0
161,633d3f84-7415-4bdf-b6db-2663269e954f,0.0
162,679fe4f0-de23-4bd9-b532-edef8bb43436,0.0
163,1a87a122-f72f-4db6-bdfa-319f5b783f98,0.0
164,0e3c2737-3642-4439-b6d7-bd56815ed55f,0.0
165,9a36610d-2cc9-488e-b5d6-09d8a1de25de,0.0
166,0ef4b082-da31-4c99-9807-b4b2df4bc150,0.0
167,292f180a-41a3-4adc-b8f9-e4e4981fde99,0.0
168,3bf92e9d-9e9b-4f10-9ae9-ae5993764ed8,0.0
169,b7c409f1-e753-44aa-a94f-495b101add52,0.0
170,f630ae2a-4707-4f51-b15e-0b6f3433c7e1,0.0
171,a9b941a1-c823-4a9b-9dbe-d2e0f1275b67,0.0
172,37eb84bb-26bb-4df0-902b-fc701dc6e006,0.0
173,7c541c80-be06-4e58-a917-141a8ed5b662,0.0
175,162def5e-07a7-4ef6-9a35-56b0a5238d6a,0.0
176,956f30f6-9992-4556-95cc-b5adb3bf9020,0.0
177,7a70cae6-31cd-4892-9c89-f7e6e9470ab4,0.0
178,4ba56653-5ad2-4f29-93af-e0e7fe4eae61,0.0
179,e28c05d1-cfb4-4bf2-8d2e-53bd5185138e,0.0
180,9522128d-33a0-442d-bef1-ba7d9351746f,0.0
181,f2caa0e6-ed6d-4827-a725-4f96effda58d,0.0
183,5db5f97d-6e20-43c8-95a5-14360e1eff58,0.0
184,31cbacf6-9a64-47c7-abc5-8ae37fa1774d,0.0
185,ed5899a1-37bc-4656-bbe6-5045fb7268da,0.0
186,f16c31d2-7dd2-48d9-b864-d29bdd4fcc16,0.0
187,b01ebe75-3a62-4147-a416-aa46d60f9e1d,0.0
188,afee8434-8917-4aed-9f11-9188df0f5521,0.0
189,43f10be1-290e-44b4-acc5-b45cada0223f,0.0
190,3005498e-d13f-4c59-b5a4-331a6114bbf8,0.0
191,1dd8757e-db77-40a2-9e12-042bb654e53f,0.0
192,95b28f5b-243b-4b69-8990-be42f2107d79,0.0
193,e831cbb6-0f2f-49b9-b074-675db711f6a4,0.0
194,7df0faa4-de4d-416e-8db4-bf230a858421,0.0
195,42042c6e-f82b-4841-9af5-988dc8ca6a6c,0.0
196,cf0064e6-726b-4e3c-8062-05a36aa19372,1.0
197,178c299c-23d8-491f-8083-1af3d6c0f7e2,0.0
200,353dc30a-b21a-4575-9cc4-28a631423940,0.0
201,64cb08f9-64fc-4ed7-9093-38e28c97d1bc,0.0
202,cfb836af-7dce-443a-b7f2-a695ff8c00d0,0.0
203,1dff0ec5-718a-42b8-b1cd-a2e7c66bccd0,1.0
204,925d160e-a735-42d2-8383-bb64650f7bb3,1.0
205,37788a08-94de-45ef-bce9-3d7c545ab2f5,0.0
206,7af56094-2f4d-4019-9adf-7029e2844e6e,0.0
207,930effc3-dbe4-418b-8c60-535c0914376e,0.0
208,5a6102c9-ab30-416a-83eb-c3437d0623eb,0.0
209,4ce7a7be-1f45-4416-9a29-1eb9ad1f17b2,0.0
210,3bdf1f37-96cf-4bc5-90ff-56009b79efbf,1.0
211,e4ef863a-dcf7-4776-a4aa-ff01cda7ef35,0.0
212,15e0045b-b387-4417-9682-cc21733e3f7f,0.0
214,fd00a825-8266-4569-b1cf-7a8c1792b101,0.0
215,12eec55d-b67d-4836-a9cf-ef5b2376ae44,0.0
217,abe2d1db-5415-4a45-b02c-bebe7bd06f7b,0.0
219,80deea4c-2121-4258-9a54-29ea3317fb2e,1.0
220,9ced76d3-4251-4274-b9e6-386ec990318d,0.0
221,7d40a6d1-f8fd-48bb-a448-7279f5e02159,0.0
223,bc9d2e5b-58af-447f-8b32-5e3df087ddab,0.0
225,5a2d30c0-cf02-4110-990f-75d370c98c8c,0.0
226,ca8dc278-30f1-47c4-99c5-46261b219908,0.0
228,3f574e75-3a98-4870-8280-3c11a4d80629,0.0
229,58637cd6-d6d4-4e2e-8aea-f53e19a3a79a,0.0
235,9e260b06-0789-4719-a7f8-531f22a00c49,0.0
236,cf5c9122-f492-4101-b7e8-2fa34677fd31,0.0
237,ad88fe15-13c0-4322-a355-d00b107812b2,0.0
238,31f5d0a8-e525-4e2c-b97f-22b2c693d191,0.0
239,ef1fad83-0c40-46c7-87b4-931054e2cf23,0.0
240,80d06ea4-98d6-4be6-bab3-e0b39a43bb76,0.0
241,2b12c127-ba0d-49eb-ba8a-e87dd9007617,0.0
242,0523b9df-3aad-4d87-bd3b-2862ff473ffd,0.0
243,c250a7d1-c4ac-42d6-ade2-996673de510b,0.0
244,5722c9f9-e3eb-44e1-999f-a6b96b09e03f,0.0
245,017f2adb-f1ae-4f88-b116-c649ad93c4c2,0.0
246,4e1b4938-3005-4ef3-84f5-4bcb3b542093,0.0
247,c851052b-cc2a-403f-8d6b-46fe50e70b15,0.0
248,1f9ad850-6147-4e49-a253-e7a362e5365a,1.0
249,0c6c0fe0-a7de-4fce-b8f7-daf717823f43,0.0
250,c39f43c9-586b-4916-80d1-700f8cc69b5d,0.0
251,28f603fa-ab16-4477-a59c-b3d815829333,0.0
252,b041964d-82c7-45e9-86f2-b84ef5f9a5ee,0.0
253,cc5e5397-b350-41df-a796-a8aab8d1b519,0.0
254,4db2874a-dec4-4463-9ca4-e7c9caf50e42,0.0
255,75613179-617b-4bc3-b1a4-f69c047bfacf,0.0
256,a07e0b83-6f13-4dab-b8b8-b13ecca07f9f,0.0
257,f280e236-1d6d-4561-b546-de49fb383ed3,1.0
258,cd2e4fed-be37-4691-a2ed-77c48bc1a330,0.0
259,c49cb0f3-8be6-42a1-9dac-b7fa957656f2,0.0
260,4f054c23-6155-4fcc-86aa-d688401a4cf0,1.0
261,4a4f5411-eb1e-4290-a9d1-4dd1beac30f6,1.0
262,1e491abf-7a81-4560-a96b-b080ce8375e6,0.0
263,ea7e25f7-90a9-4476-b07c-66c6d2f32cbc,0.0
264,8f3aa97f-c423-44d3-8a72-2a00f085e6c3,0.0
265,35001ccd-d702-48fe-86b6-78125b185b16,0.0
266,7c425a82-7a21-4e95-9e25-9cc8e9f33095,0.0
267,3391ca4a-2f14-40bd-8bc5-18118155ca6e,0.0
268,3e896a98-f2ad-49fb-a549-76f9f9a85ce7,0.0
269,ee224917-ffaa-4c56-96a7-3679e0555e3e,0.0
270,140b8f3b-024d-4657-ba03-df98f19f41c6,0.0
271,59d4b1c9-6bbf-4f94-ad28-e48c488e5e61,0.0
272,95a61f5a-3e75-499d-b696-49782136ce5b,1.0
273,d0d1376a-dacd-49f3-bbff-1332e6ac2929,0.0
274,dcafb9f8-9670-449c-b7f9-d3a4e191c039,0.0
275,eee738eb-c0f9-4a64-8e22-7b8446fbe2ba,0.0
277,ff0f6323-a5e3-49cc-88aa-7680c6289b37,0.0
278,f8a37ab8-361a-4324-a76b-d5ce5fa0e1a5,0.0
279,7cd9c0ef-e461-41e0-9384-dfc3ed8bc2a4,1.0
280,6b065ab3-5953-4932-8ed2-32f0701e58ca,0.0
281,04310eaf-cf13-4ccd-957b-5821e9401bc9,0.0
282,4123bc20-eac5-4c3d-a463-89464de76942,0.0
283,00c612ec-18d4-48ee-b37c-f609e83105fc,0.0
284,2c4ebc8e-8ce4-4ea8-b2c7-7b6f6c44d582,0.0
286,2dc1cc12-0ed2-41d8-a7b7-422d9acd6936,0.0
287,5d1341fc-c5f5-4bce-bdba-9011a6df6abf,0.0
289,ef709bdc-0f30-4822-857c-2eb1ce25dc87,0.0
290,d6bd45b4-12f2-4363-8856-96b4530a7c87,0.0
291,a1e49eea-a8ee-4a09-8469-c9d9ace4e86c,0.0
292,7cbc5105-791f-4e3c-920a-5a04110272cc,1.0
294,5e7031e8-af46-4014-aa4e-751d38bbb947,0.0
295,dc081d2d-74c3-4857-9b91-6d286d8dfde0,0.0
296,1590129c-14af-4d77-9c34-1cfb56de187a,0.0
297,3c273341-68e4-4449-85fa-3dd419656058,1.0
298,d2933a1d-32c3-45fd-b496-edf479e89017,0.0
299,07d4fe5e-29e4-4c87-bf8b-fa7365d0fe92,0.0
300,4a27bd11-9398-4cab-beef-26022ff82bad,0.0
302,cee6f1f4-f781-4e6e-8077-40de26ea7e4b,0.0
303,ec3df3fb-2405-459e-ac62-cb0f0d9c17f8,0.0
304,f97c2a09-db96-4e4c-96a6-921acf7d197b,0.0
305,a28eefb6-d31a-406b-879e-f1ef77cfdbe8,0.0
306,2b0e64d2-bd60-4e38-a0a6-c6cf02356ce0,0.0
307,0fffdc72-4186-4838-9502-c1ef84edc5a6,0.0
308,426bb612-0a89-4fb3-960b-6bae53732c31,0.0
309,8c729d8a-11ee-4883-a6e8-da5b93824c35,0.0
310,547e4eb6-c05e-42b3-98e7-ec06fe35db5a,0.0
311,0c51652d-d606-4e43-9016-6b6e573e0993,0.0
312,8d1965c2-84ac-4967-8c15-fb3ce69d6bf4,0.0
313,59a15560-b8ca-4c7e-8915-c41a9da303e8,0.0
314,52be1851-22d7-41e5-b440-86cbdb51dac8,0.0
316,cc299c67-076d-45fd-8ddf-1eff93512ed3,0.0
317,2990a2e2-51f6-477f-9fc8-1a6dd3c7864b,0.0
318,ce117ab5-c237-4b7c-88cf-52b8fa3655bc,0.0
319,9e0f619a-1114-4142-9372-427c0a38989a,0.0
320,b9588500-530e-41b8-a184-42e67309f728,0.0
321,b6e06a3b-5e46-458d-b7fb-d949cd80175a,0.0
322,0a4b2478-f72b-4155-ad62-a50f68db016c,0.0
323,72c29ced-89d9-4dd0-958c-16a2880c3600,0.0
324,727dceca-b6c8-445d-b5fc-9e5f5840db16,0.0
325,01549912-ebe4-4ba0-9952-66975f53b54d,0.0
326,0099088d-2a0e-4ab3-a335-ec15e256360c,0.0
327,8659afe2-835b-4113-bff8-681db794231e,1.0
328,2ea9845f-93e6-4c90-8f23-716a69ff271b,0.0
329,5eae3c60-95c3-44f0-8722-56e649b0212c,0.0
330,7ad7d2ec-6416-47d3-8912-dec8afaf9206,0.0
332,008d0173-68ae-4e10-b59e-f4728fe1c552,0.0
333,bd8e40b9-d8d3-498a-bed2-e7bee2e0b2f5,0.0
334,df3ae6f9-5fbf-4116-9f44-85a42c91db91,0.0
337,bd85fac4-5a4e-491a-a51c-86b93b244f24,0.0
338,51689666-2733-4656-ac14-022425ce43de,0.0
340,809e8e51-9a76-4d2a-b775-09ee3ff18aa3,0.0
342,c4bdc468-a360-48df-9c43-6e3c194b0dc3,1.0
345,d90bbe7b-c8d5-472a-8c2f-5f998b1f3cc7,0.0
347,c2901bfe-a94a-4ae8-9414-3769a485608b,0.0
348,01a76f93-7061-4f90-a322-f23c01108d55,0.0
349,66247213-7f51-4b4c-9074-09ac3d3a5006,0.0
350,43026528-8610-4341-a873-3368a20559ed,0.0
351,20ac1c47-0604-4c2e-9a05-9082f957976f,0.0
352,a90383d4-00d8-4c6a-b918-2f58df6d100a,1.0
355,c52e0bd6-89d4-4dc0-aa8e-97b013edd9f6,0.0
356,d73ea74a-171f-421b-8342-91d66e95f903,0.0
357,77f3dda2-83a0-414a-b98a-51358cefc77c,0.0
358,59fc2835-e36e-4f45-88e8-0a15e6f3d112,0.0
359,c3aa71af-81a6-4a26-93a1-6dfd70bd2891,1.0
360,57c334d9-192a-4524-b574-5cd652a79398,0.0
361,e82b007e-9130-43e6-9b63-ca4bbee3d24e,0.0
362,5a1a64de-356f-4e81-bbbf-14900315e340,0.0
365,1121b920-7a6b-4c4f-acd4-fa794412191e,3.0
366,feaa236f-6946-468a-a72b-9ed8f58fd869,0.0
367,23f5b1cf-af74-403d-9e48-60ff6174d349,0.0
368,13764691-d283-48f0-9c6b-93ecf8ecda1d,0.0
369,f629c6f7-8706-47e9-8f2c-3f272f03d2c1,1.0
370,177f197d-3c97-4e06-ae06-190cf91fbac6,1.0
371,71a9a58c-4e0e-4504-8a26-5076642f991e,1.0
373,3047e31d-a769-4c11-b505-7d41b6706864,0.0
374,2f34771d-e9bd-451c-a6c2-412acc66ed76,1.0
375,d0ddcb68-80eb-4b70-8967-e540deefffd2,0.0
376,d92bf494-d6f4-48de-b603-7865aecfd9f7,1.0
377,e6add9c0-32f0-4e49-b9ee-cd35fe797215,0.0
378,83c3bba8-a502-48b4-8027-cdbe7e004187,0.0
379,136c1967-a802-4b82-898f-e5da8c46f2c1,0.0
380,67744506-f01d-40fe-be5f-aab108e738b9,0.0
381,da331343-4865-46f2-9280-c1779939e870,2.0
382,c9ac0035-9433-4b59-943f-505f3d77655c,0.0
383,544f2520-3eae-4045-b51d-c1ed44b794e8,0.0
384,f6b5ca9d-aecd-4ab2-89c1-07b25901e643,0.0
385,38d07cbe-4e94-472b-8882-5eee8ecda056,0.0
386,13f08e21-392b-4c65-80eb-3678eaedae4b,0.0
387,8a5a79b5-4f50-424a-8c81-b9b74e0f4bda,1.0
388,c78412c6-d30c-4195-8592-7268ad11c062,1.0
389,dfb6dc75-9a47-45b2-a77d-45a1d902c19a,0.0
390,6dd6d8bf-5b33-4fa4-93ed-aebdcbf13186,0.0
391,a1d8deea-1670-4ea8-a4e7-b7e6e87965fa,0.0
392,89343848-dddf-4ecc-b2a1-dbedaaadd946,0.0
393,a8d63545-0621-47e8-961f-f1b7b6b5a571,0.0
394,1fc61c45-5a11-42fa-a97d-d251d7de4d34,1.0
395,1cdbe766-7302-4694-b269-8c1edb74a255,0.0
396,3397e953-f7ab-4e95-8ec4-8e5ede84ce22,0.0
397,7ed99dfa-1a2e-4c19-ba98-f7c84b96aa4e,1.0
398,8f303ab2-3d91-4893-859e-28bcfdeb9523,0.0
399,e0399ea6-058a-45e1-bbe8-0e82007295e8,0.0
400,b107c471-59eb-47dc-8354-9ec5f0822054,0.0
401,53a4f4ca-6ec7-49bf-9881-7b169bc4c16a,0.0
402,1b09bedd-8ec5-40ef-8ea0-6fe2d1061a52,0.0
403,1701ca67-fa01-4673-b01b-413140d6fb07,0.0
404,a28908dc-b1db-4c05-a678-86e0ecd288e4,0.0
405,4bc2de74-304e-452d-a2fb-27d8701156e0,0.0
406,a270e63e-aa22-43ed-b0d6-fa0dafa89d58,0.0
407,f209a24d-cb89-4e75-af49-3141f2e0ed3e,0.0
408,9ee80204-29a6-4ba4-aa6e-2e78a3e5b525,0.0
409,39c4559f-d326-4b23-845f-8beb9d56a494,0.0
410,0b8f6a2d-9ee9-4ffb-b145-f6e1a24c7354,0.0
411,e106a2f8-22a6-4f5e-a96b-92717ff2ea22,0.0
412,fa14e023-3856-4a77-b1fb-fe2c3f9b6687,0.0
413,d0c19e1a-3151-4182-9bda-0c01074f128c,0.0
414,f0fc0526-560b-448c-a111-ad5ad90fc362,0.0
415,8665061b-1cad-4d94-8577-d9430961b883,1.0
418,b95ca842-20c9-4c09-9bc8-d0b46b674885,0.0
419,4d62a17e-5239-4dc1-b709-562848c220de,1.0
420,792f1a93-f30a-4ef8-9bd7-83226890e6c2,0.0
421,594afbfa-5c88-4031-b680-0c90344dce2a,0.0
422,c8abf58a-8f0f-4848-bf9b-137e2fe4571e,0.0
423,8001ed7e-1020-43a7-b074-78ac64574114,0.0
424,d85c337e-b8a0-460d-a800-da8db27c411b,0.0
426,0a64c142-2f6a-47ed-a350-7553eeb70b8c,0.0
428,31aa98ef-b55c-4e86-a414-1bbde24c8db9,0.0
429,02a39129-2469-402a-8c8c-c1bd01b2d378,0.0
430,321d2057-7fff-48da-b717-9dcf5d923a08,0.0
431,77e1ce24-a5ff-4d68-bbd1-24f0718d4549,0.0
432,12ea84df-de8d-4e64-aa43-15eb24b2b795,0.0
433,94f86378-0ba2-4d9d-946c-1b59b1e1a3e3,0.0
434,7d87f9a7-41fe-46d1-947c-839ba4f4399e,0.0
435,3e8f3a7c-ec22-49dd-807f-3026b869baae,0.0
436,95392d2d-9ad9-40c4-b758-4696613898ca,0.0
437,d94b47e2-b5a3-4109-af50-02c1be1b0ea0,0.0
438,30ea63c8-963b-4704-b61f-905614bd4f80,0.0
439,973ba18f-9479-4c7e-ad67-e4091df1fc58,0.0
440,c89c904d-dd22-437e-87d6-64867640037f,0.0
441,9d226984-898d-40d4-96f9-b98a899c7fa2,0.0
442,982dce8c-cd11-4090-8a72-d44374ea199f,1.0
443,ed1c14d9-5d2f-4024-a2bd-99ee3b4b6abb,0.0
444,3d8da935-eeca-4433-b0bb-5b103e6bc72c,1.0
445,44ad6068-c26e-477c-8e99-c7572b707b3a,0.0
446,de438419-5b0a-438b-a521-a9e9fe9e2a2c,0.0
447,b101a2ce-6d58-4704-a4f2-b0f8cb9c66fc,1.0
448,78795a9a-5161-44be-a064-473b42bc67fa,0.0
449,68cde957-4226-43f0-83ef-4daf0228c59e,0.0
451,23b39a98-8a4d-41d2-a5a4-a9009fab4d80,0.0
453,c47eef38-fb3f-41b8-82af-dabe1fd5e499,0.0
454,0d028ae2-670f-4b8e-926c-345a149af2f9,0.0
455,f5e9aaff-91d0-46cb-98b5-d3bc8dd032d3,0.0
456,47b2c843-1880-494f-ad8e-ea6a111041cd,0.0
457,52109891-c61d-45d2-8b55-f3cf6fc5ca2b,0.0
458,402141ad-afd1-4771-a9d2-0ede0d611dbf,0.0
459,bcee1fbe-a657-4dc7-8515-d750349da443,0.0
460,94d9f792-ef72-44ee-84ba-1016bc1558e4,0.0
461,d487d674-070b-4c52-9aa8-59f3b3de9d12,0.0
463,0ba04e5c-43e0-4627-9cde-28ff254758cd,0.0
464,bc3535fa-cfb5-4fc0-a183-fe8a0b8fe8ac,0.0
465,3b27e27b-2400-4f60-a8b9-940609a2416b,0.0
466,8c3bda41-4552-43a1-b526-16aeaef0a57e,0.0
469,0632cc8a-01e8-47cd-9839-a5dc04c10b64,0.0
470,c1dae331-c842-4659-af6f-a6ea5b0e1998,0.0
471,a915e483-f637-42c1-8c9e-9b881c874a8a,0.0
472,8549cd93-5c1b-4516-b057-bb952cda6efa,0.0
473,c70c1e26-bf6f-4c23-b0df-73783380f366,0.0
474,7370340f-e21d-4fb5-b79a-653918456f84,0.0
475,2574dbd2-aa0f-4188-9c79-d0f16cbf9830,0.0
476,fc69b37a-051c-430c-bfd5-9caeef0bbd8c,0.0
477,16f2f141-5c15-44de-8f99-d07227cd4e5f,0.0
478,e0d953d1-6b06-47ca-a314-b61df7f5877f,0.0
479,52d83750-e70c-419d-9ee3-89613501e82c,0.0
481,5331b884-36da-46ae-86f7-d70a964c9f31,0.0
485,9071b744-c175-4b20-8419-09a85fd51d5d,0.0
486,37e0d11b-fc2f-4d10-8431-cfab769fb916,0.0
